Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
oAVjyx,35-44 years old,2,"At home, At the office",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Light,Full caffeine,5.0,2.0,3.0,4.0,Bright,2.0,2.0,4.0,"Well balanced, full bodied",3.0,2.0,3.0,"Similar to B, thinner mouth feel",3.0,4.0,3.0,"Nutty, earthy, fruity",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$4-$6,$6-$8,No,$50-$100,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
VZ16Wy,25-34 years old,Less than 1,"At home, On the go, At a cafe",True,False,True,True,False,Espresso,False,False,True,False,False,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop, Drive-thru",True,True,True,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup",False,True,False,True,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Somewhat light,Medium,Decaf,3.0,2.0,4.0,4.0,,4.0,1.0,2.0,,2.0,3.0,5.0,,3.0,2.0,3.0,,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$8-$10,$8-$10,No,$100-$300,Yes,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,Democrat
241oZD,35-44 years old,2,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Blonde,Full caffeine,3.0,2.0,5.0,5.0,,4.0,3.0,2.0,,3.0,2.0,2.0,,1.0,4.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,,,$100-$300,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Democrat
OA8zZg,35-44 years old,3,"At home, On the go, At the office",True,True,True,False,False,"French press, Espresso",False,True,True,False,False,False,False,False,False,False,,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru",True,False,True,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",False,True,True,True,False,,"Whole milk, Half and half",True,False,True,False,False,False,False,False,False,"Granulated Sugar, Honey, Maple Syrup",True,False,True,True,False,False,False,False,,,,,,,,,Nutty,Medium,Medium,Full caffeine,8.0,2.0,3.0,3.0,,3.0,2.0,4.0,,2.0,2.0,5.0,,2.0,4.0,2.0,,Coffee C,Coffee A,Coffee C,I do a mix of both,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$4-$6,No,$500-$1000,Yes,Female,,,,,Employed full-time,,
dYZ1Ly,25-34 years old,3,"At home, At the office",True,True,False,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",False,False,False,True,True,False,False,False,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Very strong,Dark,Full caffeine,4.0,1.0,4.0,2.0,Citrus,3.0,1.0,1.0,Smoke. I would like it more than A+D if it were darker,2.0,1.0,1.0,Vegetable (Green Bean),1.0,3.0,3.0,Blueberry,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,No,$10-$15,$15-$20,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
RzB9gQ,35-44 years old,2,At home,True,False,False,False,False,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",False,False,False,True,False,False,False,True,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Very strong,Light,Full caffeine,4.0,3.0,4.0,5.0,,2.0,1.0,3.0,,2.0,2.0,2.0,,3.0,4.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
oAVjDN,35-44 years old,4,"At home, At the office",True,True,False,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,3.0,4.0,2.0,"Hints of cherries, very acidic
",2.0,1.0,4.0,"Darker roast, presence of chocolate. And vanilla. 
Great as an everyday coffee.",4.0,1.0,3.0,"Black roast, hints of fruits. Lacking the chocolate and vanilla I normally expect.",2.0,3.0,4.0,Hints of acidity without pepper and cherry without sourness.,Coffee B,Coffee D,Coffee B,I primarily work from home,>$100,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
qbE877,35-44 years old,3,At home,True,False,False,False,False,"Pour over, French press, Espresso, Other",True,True,True,False,False,False,False,False,False,True,aero press,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,2.0,1.0,4.0,4.0,"fruity, Banana? maybe sweet and sour",3.0,2.0,3.0,"chocolate, darker",2.0,1.0,3.0,couldent really taste bitter or acid in this,3.0,5.0,1.0,"spicy, tobasco ",Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$10-$15,$8-$10,No,$300-$500,Yes,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,2,Democrat
5dE4eE,18-24 years old,2,"At the office, On the go, At home, At a cafe",True,True,True,True,False,"French press, Espresso, Other, Pour over",True,True,True,False,False,False,False,False,False,True,Aeropress,"National chain (e.g. Starbucks, Dunkin), Local cafe, Specialty coffee shop",True,True,False,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Oat milk, Half and half, Whole milk",True,False,True,False,False,True,False,False,False,Raw Sugar (Turbinado),False,False,False,False,False,False,False,True,,,,,,,,,Bold,Very strong,Medium,Full caffeine,6.0,2.0,3.0,3.0,Lots of apple and citrus,3.0,2.0,5.0,Very nutty and almost smokey,2.0,4.0,3.0,A little taste of berries. Hard to place.,1.0,4.0,2.0,"Funky, sour, might be fermented.",Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,High school graduate,White/Caucasian,,Employed part-time,,No affiliation
ZdPO2B,35-44 years old,2,"At home, At the office, At a cafe",True,True,False,True,False,"French press, Other",False,True,False,False,False,False,False,False,False,True,Moka pot,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Very strong,Medium,Full caffeine,6.0,3.0,4.0,3.0,Caramel; lighter than some of the others,4.0,3.0,5.0,,4.0,2.0,3.0,,2.0,5.0,2.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Non-binary,,,,,,,
5dqADQ,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",True,False,False,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,2.0,3.0,5.0,"Caramel, toasted marshmallow",3.0,2.0,4.0,"Dark roast, nutty",4.0,2.0,2.0,"Bitter, apple, shoe polish",2.0,4.0,4.0,"Fruity, raisin",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
KMGOjK,25-34 years old,Less than 1,"At home, At a cafe",True,False,False,True,False,French press,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Medium,Half caff,6.0,5.0,5.0,5.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,3.0,2.0,4.0,,Coffee A,Coffee D,Coffee A,I primarily work from home,>$100,"It tastes good, It makes me go to the bathroom",True,False,False,True,False,,Yes,Yes,$8-$10,$15-$20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
OAB648,25-34 years old,2,"At a cafe, At the office, At home",True,True,False,True,False,"French press, Espresso, Pour over, Cold brew",True,True,True,False,False,False,False,True,False,False,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer, No - just black",True,True,False,False,False,,"Oat milk, Coffee creamer, Almond milk",False,False,False,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Full caffeine,6.0,2.0,4.0,4.0,,1.0,3.0,3.0,,4.0,2.0,3.0,,3.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
ylqb6X,25-34 years old,2,"At the office, At home",True,True,False,False,False,"Pour over, Espresso, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Half and half,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,6.0,2.0,3.0,3.0,"Sweetness, Well rounded",5.0,2.0,4.0,"Bold? Chocolatey, Roasty",4.0,2.0,2.0,"Tonic, Bitter Bomb",2.0,5.0,5.0,"Fruity, Juicy, Bright, Berries, Funky",Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,It tastes good,True,False,False,False,False,,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
DV0q8R,25-34 years old,1,"At home, On the go",True,False,True,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin), Other",True,False,False,False,False,True,Online ordering,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Whole milk, Half and half",True,False,True,False,False,False,False,False,False,"Raw Sugar (Turbinado), Honey",False,False,True,False,False,False,False,True,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,3.0,4.0,2.0,3.0,"Felt a bit bitter but not what overwhelming, was more notable as it cooled down, but started to like it a bit less the more I tried it",3.0,2.0,4.0," Was my favorite for most of the test and went down the smoothest, a bit more kick than I was expecting as it cooled",3.0,3.0,4.0,"I started off disliking this almost as much as D, but it started to feel more preferred as I compared it in different orders and had the best aftertaste",1.0,5.0,1.0,"I'm not drinking this again, way way too flavorful in a way I did not enjoy, reminded me of some fruit based drinks or wine in a bad way, my reaction grew to where I stopped taste testing it near the end",Coffee B,Coffee A,Coffee C,I primarily work from home,<$20,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,No,$2-$4,$4-$6,No,$50-$100,Yes,Non-binary,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
bl4pNL,18-24 years old,1,"At home, At the office",True,True,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,"Artificial Sweeteners (e.g., Splenda), Stevia",False,True,False,False,True,False,False,False,,,,,,,,,Full Bodied,Somewhat strong,Dark,Full caffeine,7.0,3.0,2.0,4.0,,5.0,2.0,1.0,,4.0,3.0,2.0,,2.0,5.0,4.0,,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,No,$500-$1000,Yes,Male,,Bachelor's degree,Other (please specify),"white, asian",Employed full-time,,No affiliation
LdM48z,25-34 years old,2,"At home, At the office",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,5.0,1.0,4.0,4.0,"Fruity and tart, fun to drink, a bit sour",2.0,2.0,5.0,I loved this one. You don't always have to be interesting to be good. This is the coffee archetype. Dale Cooper drank this coffee.,4.0,2.0,1.0,It's a no from me dawg,1.0,4.0,4.0,I also really liked this one. A bit more balanced than A but similarly bright and juicy. Less sour.,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,No,$50-$100,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,1,Democrat
aBrq9b,45-54 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,Other,False,False,False,False,True,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Medium,Light,Full caffeine,5.0,2.0,2.0,3.0,,5.0,4.0,1.0,,3.0,3.0,4.0,,5.0,5.0,2.0,,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,,Yes,$20-$50,Yes,Male,,Doctorate or professional degree,White/Caucasian,,Retired,2,Independent
dYZWjK,25-34 years old,2,"At a cafe, At home",True,False,False,True,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Light,Full caffeine,9.0,2.0,4.0,4.0,"I got notes of Golden Raisin, Honey, and a hint of cherry tomato",3.0,2.0,3.0,"I got notes of toffee, dark chocolate, and raisin.",2.0,3.0,4.0,"Notes of Date, Molasses, Plum",1.0,4.0,3.0,"Strawberry jam, agave, and a bit of a peanut-like note.",Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
24xGy9,35-44 years old,1,"At home, On the go",True,False,True,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,Specialty coffee shop,False,False,False,True,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Other",False,True,True,False,True,Salt,Whole milk,True,False,False,False,False,False,False,False,False,Maple Syrup,False,False,False,True,False,False,False,False,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,2.0,1.0,5.0,"Chocolate, caramel",2.0,1.0,2.0,"Smoky, tobacco",3.0,1.0,1.0,Tobacco,1.0,4.0,3.0,Fruit and cherry,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,2,Independent
24O8PA,18-24 years old,3,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,1.0,5.0,4.0,"Lemon, freeze dried raspberry, a hint of dark chocolate with cranberry chunks. Fresh squeezed lemon juice with a touch of pith, but overall pleasant. This is juicy and clean, right up my wheelhouse. ",3.0,1.0,2.0,"Thin, dry paper, unremarkable and not all that pleasant, but not unpleasant. If I had to guess, this is barely specialty, 80 scoring Brazilian that’s medium roasted. Similar to the low end from the Ghost Cupping Club. The more it cools the worst it tastes, but not commodity dark roast bad. ",3.0,1.0,1.0,"1, easily a 1. On re-taste. There’s a drying paper quality as it cools that comes in the finish with an unpleasant bitterness. Not commodity dark roast, still specialty but not great. 
",2.0,3.0,3.0,"A bit confusing, but there’s some stewed fruits and baking spices. ",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
7d9krR,55-64 years old,1,At home,True,False,False,False,False,"Bean-to-cup machine, Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",True,False,False,False,True,False,True,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Almond milk,False,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,Caramalized,Medium,Light,Full caffeine,8.0,2.0,5.0,3.0,"Fruity, Asian Pear",4.0,2.0,3.0,"Chocolate, well balanced",4.0,1.0,4.0,"Lighter body, notes of purple plums, excellent balance ",1.0,4.0,3.0,"Bacon when hot, notes of pomegranate after it opens up",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,No affiliation
5dE9EP,>65 years old,4,At home,True,False,False,False,False,"Bean-to-cup machine, Coffee extract (e.g. Cometeer), Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)",False,False,True,True,False,False,True,False,True,True,Orb 1,,,,,,,,,Mocha,,Other,False,False,False,False,True,Just black or with Choc and Sweetened condensed milk,,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,Chocolatey,Very strong,Medium,Half caff,5.0,2.0,1.0,5.0,,4.0,4.0,2.0,,2.0,2.0,4.0,,4.0,4.0,2.0,,Coffee A,Coffee A,Coffee A,,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,,Yes,$10-$15,Less than $2,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Retired,,Independent
vNx5gl,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,3.0,3.0,2.0,Earthy,3.0,1.0,3.0,,3.0,4.0,3.0,,2.0,4.0,5.0,"Fruity, similar to high acid chocolate",Coffee C,Coffee D,Coffee A,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
GrBPJo,18-24 years old,2,"On the go, At home, At a cafe",True,False,True,True,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",True,False,False,True,False,False,,Blended drink (e.g. Frappuccino),,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer",False,True,True,False,False,,"Oat milk, Flavored coffee creamer",False,False,False,False,True,True,False,False,False,Stevia,False,False,False,False,True,False,False,False,,,,,,,,,Sweet,Somewhat light,Light,Full caffeine,1.0,4.0,2.0,3.0,,2.0,4.0,3.0,,3.0,4.0,2.0,,3.0,4.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the caffeine, It makes me go to the bathroom",False,True,False,True,False,,No,No,$10-$15,$15-$20,Yes,Less than $20,Yes,Female,,Some college or associate's degree,White/Caucasian,,Student,,Democrat
KMBjGK,35-44 years old,2,"At home, At the office",True,True,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",True,True,False,True,False,,"Skim milk, Oat milk",False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,2.0,4.0,4.0,Creamy?,3.0,2.0,3.0,Thin?,2.0,3.0,3.0,,2.0,2.0,4.0,Fruity?,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, It makes me go to the bathroom",True,True,False,True,False,,Yes,No,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
MAdxOM,25-34 years old,1,"At a cafe, At home, On the go",True,False,True,True,False,Other,False,False,False,False,False,False,False,False,False,True,Infusion,"Local cafe, Specialty coffee shop",False,True,False,True,False,False,,Other,Espresso soda,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,"Brown Sugar, Raw Sugar (Turbinado), Honey",False,False,True,False,False,False,True,True,,,,,,,,,Fruity,Medium,Light,Full caffeine,6.0,1.0,4.0,5.0,"Stone fruit, plum, persimmon ",2.0,2.0,2.0,"Citrusy, roasted grain",3.0,1.0,3.0,"Chocolate, burnt caramel, Smokey wood fire",1.0,3.0,2.0,"Caramel, vinegar-y, fermented, soy sauce savory",Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$4-$6,$6-$8,Yes,$100-$300,Yes,Female,,Master's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
oA09Xb,25-34 years old,1,At home,True,False,False,False,False,"Pour over, French press, Espresso",True,True,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,3.0,1.0,4.0,3.0,"Cherry, Citrus, Vegetal",4.0,1.0,4.0,"Chocolate, Pecan, Syrupy",3.0,2.0,2.0,"Earthy, Caramel",2.0,4.0,5.0,"Blueberry/Huckleberry, Lemon, Bright, Funky",Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation
