Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
NA41kO,25-34 years old,1,At home,True,False,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,8.0,2.0,5.0,5.0,Medium Body,3.0,3.0,3.0,Medium Body,4.0,2.0,1.0,Lightest body,1.0,4.0,3.0,,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
QAvzjk,18-24 years old,2,At home,True,False,False,False,False,"Pour over, Other",True,False,False,False,False,False,False,False,False,True,Aeropress,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Oat milk, Whole milk",True,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,"citrussy, sweet",4.0,2.0,3.0,"earthy, light texture",2.0,2.0,4.0,"muted, tropical, balanced",2.0,5.0,2.0,"fruity, fermented, strong",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,More than $20,More than $20,No,$20-$50,Yes,Male,,Master's degree,Asian/Pacific Islander,,Student,,Democrat
dYZ1Ly,25-34 years old,3,"At home, At the office",True,True,False,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",False,False,False,True,True,False,False,False,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Very strong,Dark,Full caffeine,4.0,1.0,4.0,2.0,Citrus,3.0,1.0,1.0,Smoke. I would like it more than A+D if it were darker,2.0,1.0,1.0,Vegetable (Green Bean),1.0,3.0,3.0,Blueberry,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,No,$10-$15,$15-$20,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
RzByPd,25-34 years old,2,At home,True,False,False,False,False,"Pour over, French press, Espresso",True,True,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat light,Light,Full caffeine,7.0,2.0,3.0,4.0,"Tart, very good",5.0,1.0,1.0,Ohhh noo. Reminded me of a hard bar of dark chocolate,3.0,2.0,2.0,"Mild chocolate, more approachable than Coffee B, very meh. I'd say this is the ""cup of joe"" of specialty coffees",1.0,4.0,5.0,Fruity! Had me fooled for an Ethiopian. By far my favorite,Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
Ld5zz1,25-34 years old,4,"At a cafe, At home",True,False,False,True,False,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other",True,False,True,False,False,False,False,False,True,True,aeropress,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8.0,2.0,3.0,4.0,"Light roast, fruity",5.0,1.0,2.0,"Dark roast, bitter, better as it cooled",3.0,2.0,5.0,"Medium roast, blend, balanced",1.0,5.0,4.0,"Very light roast or specialty process, tastes like it could have come from presta (local Nordic style roaster)",Coffee C,Coffee D,Coffee C,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
RzB9gQ,35-44 years old,2,At home,True,False,False,False,False,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",False,False,False,True,False,False,False,True,False,False,,,,,,,,,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Very strong,Light,Full caffeine,4.0,3.0,4.0,5.0,,2.0,1.0,3.0,,2.0,2.0,2.0,,3.0,4.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
LdMxpz,25-34 years old,2,"At the office, At home, On the go",True,True,True,False,False,Other,False,False,False,False,False,False,False,False,False,True,Clever,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",True,False,False,True,False,False,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,6.0,3.0,4.0,4.0,"Citrus flavors, heavy lemon water feel",4.0,1.0,4.0,"Nutty, chocolate",2.0,2.0,3.0,"Milder, rounder nutty flavor coconut",1.0,5.0,3.0,"Red berries, Christmas, bright fruit notes, wine",Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,No,$10-$15,$10-$15,Yes,$100-$300,No,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
xd0kZv,35-44 years old,2,"At a cafe, At home",True,False,False,True,False,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, Cold brew",False,False,True,True,True,False,False,True,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup, Sugar or sweetener",False,True,True,True,False,,Skim milk,False,True,False,False,False,False,False,False,False,"Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,False,,,,,,,,,Caramalized,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,Dark chocolate and tangy cranberry,2.0,4.0,3.0,Apple and nut,4.0,2.0,2.0,Banana bread (no nuts) and cereal squares,4.0,4.0,4.0,Cider and a harvest festival feel,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, Other",True,True,False,False,True,It soothes my arthritis,Yes,No,$10-$15,$10-$15,Yes,$50-$100,Yes,Non-binary,,High school graduate,White/Caucasian,,Employed full-time,,Democrat
RzZdlK,45-54 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7.0,1.0,4.0,3.0,"light syrup mouthfeel, pear, concord grape, sweet",4.0,3.0,2.0,"very bitter at start, but settled in when lukewarm, dates, nuts, caramel, complex toasted rollercoaster but muted",4.0,2.0,2.0,"caramel, bitter at first taste when hot, mellowed out when cooled",2.0,4.0,5.0,"Fruity with blueberry notes, smooth silky mouthfeel with a lingering sweet finish (likely anaerobic fermented flavor enhancing the burst of flavor) ",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,,,
pLPNQJ,35-44 years old,1,"At home, On the go",True,False,True,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,4.0,4.0,5.0,Caramel,4.0,2.0,4.0,,2.0,2.0,3.0,Mild,4.0,5.0,1.0,Sour,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"I need the ritual, I need the caffeine, It makes me go to the bathroom, It tastes good",True,True,True,True,False,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,2,No affiliation
oAVjyx,35-44 years old,2,"At home, At the office",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Light,Full caffeine,5.0,2.0,3.0,4.0,Bright,2.0,2.0,4.0,"Well balanced, full bodied",3.0,2.0,3.0,"Similar to B, thinner mouth feel",3.0,4.0,3.0,"Nutty, earthy, fruity",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$4-$6,$6-$8,No,$50-$100,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
dY2JDV,25-34 years old,4,"At home, At a cafe, At the office",True,True,False,True,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee",True,False,False,True,True,True,False,False,False,False,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Somewhat light,Light,Full caffeine,4.0,2.0,4.0,4.0,"Peach, pancakes",3.0,3.0,2.0,Rye,3.0,2.0,1.0,Cookies,3.0,4.0,5.0,"Toffee, breakfast cereal",Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,,No affiliation
g5N6BN,18-24 years old,Less than 1,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Iced coffee,,Sugar or sweetener,False,False,True,False,False,,,,,,,,,,,,Granulated Sugar,True,False,False,False,False,False,False,False,,,,,,,,,Full Bodied,Medium,Light,Decaf,2.0,1.0,1.0,4.0,Sweeter. Flowery,3.0,4.0,5.0,"Dirt? Liked at beginning and end, not the middle. Very nice aroma",4.0,2.0,3.0,Milk chocolate,4.0,3.0,3.0,Tart,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,It tastes good,True,False,False,False,False,,Yes,No,$6-$8,$8-$10,Yes,Less than $20,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
PABJvP,25-34 years old,2,At home,True,False,False,False,False,"Espresso, French press",False,True,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,8.0,2.0,4.0,3.0,,4.0,3.0,2.0,,4.0,2.0,4.0,,1.0,5.0,5.0,,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$4-$6,$2-$4,No,$500-$1000,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
ZdGML5,25-34 years old,2,"At the office, At home, At a cafe",True,True,False,True,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,3.0,Caramel,3.0,2.0,5.0,Chocolatey,4.0,2.0,4.0,"Woody, smokey",4.0,3.0,2.0,Berry,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,No,$10-$15,$10-$15,No,$300-$500,Yes,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
GrodaO,35-44 years old,2,At home,True,False,False,False,False,"Pour over, Espresso",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,7.0,2.0,4.0,4.0,"Caramel, changes big time when cool. Preference changed wildly",3.0,3.0,2.0,"Christmas morning, warm, robust",4.0,2.0,3.0,"Drying of the mouth, roasty, diner coffee, Hawaii. Huge dislike to like",2.0,3.0,4.0,"Natural process,",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,Yes,$4-$6,$4-$6,Yes,"More than $1,000",Yes,Male,,,,,,,
1r2Q0M,45-54 years old,2,At home,True,False,False,False,False,"Pour over, French press, Other",True,True,False,False,False,False,False,False,False,True,Aeropress ,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Medium,Full caffeine,3.0,2.0,4.0,3.0,"Mild caramel
Earthy
Savory",3.0,2.0,3.0,Mild neutral coffee flavor,3.0,3.0,2.0,Mild,2.0,2.0,5.0,"Berry scent
Grassy taste",Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, It makes me go to the bathroom, I need the caffeine",True,True,False,True,False,,Yes,Yes,$10-$15,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
oAVjDN,35-44 years old,4,"At home, At the office",True,True,False,False,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,3.0,4.0,2.0,"Hints of cherries, very acidic
",2.0,1.0,4.0,"Darker roast, presence of chocolate. And vanilla. 
Great as an everyday coffee.",4.0,1.0,3.0,"Black roast, hints of fruits. Lacking the chocolate and vanilla I normally expect.",2.0,3.0,4.0,Hints of acidity without pepper and cherry without sourness.,Coffee B,Coffee D,Coffee B,I primarily work from home,>$100,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
ZdRMve,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,Cold brew,False,False,False,False,False,False,False,True,False,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Flavored coffee creamer, Oat milk",False,False,False,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Light,Full caffeine,5.0,1.0,4.0,4.0,Cranberry,4.0,1.0,1.0,Cocoa,3.0,2.0,2.0,"Hay, brandy",2.0,3.0,5.0,Blackberry,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, I need the caffeine, It tastes good",True,True,True,False,False,,Yes,No,$4-$6,$6-$8,Yes,$20-$50,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed part-time,,Democrat
7d4bx9,18-24 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Medium,Medium,Full caffeine,6.0,3.0,4.0,2.0,Grapefruit and Dark Chocolate,4.0,3.0,3.0,Brown Sugar and Chocolate,4.0,2.0,4.0,Apples,2.0,4.0,5.0,Blueberries,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,True,False,False,False,False,,Yes,No,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
24x26V,45-54 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,Citrus,3.0,3.0,4.0,"Balance, paper",5.0,2.0,2.0,"Stout, better as it cools",2.0,4.0,5.0,Strawberry ,Coffee B,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the caffeine, I need the ritual, It tastes good",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent
pLP2rP,>65 years old,2,At home,True,False,False,False,False,French press,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,Raw Sugar (Turbinado),False,False,False,False,False,False,False,True,,,,,,,,,Chocolatey,Medium,Dark,Full caffeine,6.0,3.0,5.0,1.0,"Sour, sweet potato",3.0,3.0,3.0,Nutty,4.0,3.0,3.0,,2.0,5.0,2.0,,Coffee C,Coffee D,Coffee C,,$20-$40,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Female,,Master's degree,White/Caucasian,,Retired,,Democrat
ZdPO2B,35-44 years old,2,"At home, At the office, At a cafe",True,True,False,True,False,"French press, Other",False,True,False,False,False,False,False,False,False,True,Moka pot,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Very strong,Medium,Full caffeine,6.0,3.0,4.0,3.0,Caramel; lighter than some of the others,4.0,3.0,5.0,,4.0,2.0,3.0,,2.0,5.0,2.0,,Coffee B,Coffee D,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Non-binary,,,,,,,
qbE877,35-44 years old,3,At home,True,False,False,False,False,"Pour over, French press, Espresso, Other",True,True,True,False,False,False,False,False,False,True,aero press,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,2.0,1.0,4.0,4.0,"fruity, Banana? maybe sweet and sour",3.0,2.0,3.0,"chocolate, darker",2.0,1.0,3.0,couldent really taste bitter or acid in this,3.0,5.0,1.0,"spicy, tobasco ",Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$10-$15,$8-$10,No,$300-$500,Yes,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,2,Democrat
EPBO42,25-34 years old,2,"At the office, At home",True,True,False,False,False,"Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",False,False,False,True,False,False,False,False,True,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Half and half, Whole milk, Skim milk, Oat milk",True,True,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,2.0,4.0,1.0,Sweet and acidic,3.0,1.0,4.0,,4.0,1.0,4.0,Classic dark roast flavors here,1.0,4.0,2.0,Blueberry blackberry ,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"I need the caffeine, I need the ritual, It tastes good, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
bl4J97,25-34 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Medium,Full caffeine,6.0,2.0,5.0,5.0,,4.0,2.0,2.0,,3.0,3.0,3.0,,1.0,2.0,1.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,No,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat
YZzl6d,35-44 years old,3,"At the office, At home, On the go, At a cafe",True,True,True,True,False,"Coffee brewing machine (e.g. Mr. Coffee), Espresso, Cold brew",False,False,True,True,False,False,False,True,False,False,,"Local cafe, Specialty coffee shop",False,True,False,True,False,False,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutty,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,5.0,,3.0,2.0,4.0,,3.0,3.0,4.0,,2.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
0EjWPy,25-34 years old,1,At home,True,False,False,False,False,"French press, Coffee brewing machine (e.g. Mr. Coffee)",False,True,False,True,False,False,False,False,False,False,,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Decaf,6.0,3.0,5.0,3.0,"changed the most as it cooled, becoming more clearly fruity and acidic over time. tasting notes: lemon water, orange pith. had a smooth mouthfeel.",3.0,2.0,4.0,"balanced. blackberry, bread, apple juice. light mouthfeel.",4.0,1.0,5.0,"nutty, specifically walnut. rich, with a full body.",2.0,4.0,3.0,"blueberry pancakes, burnt sugar with an arresting, juicy tartness. medium body.",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,$15-$20,No,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat
kYRBXR,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Light,Full caffeine,5.0,2.0,4.0,1.0,"Grapefruit, graham cracker",3.0,3.0,1.0,"Dry, velvety, balanced/clear, roasty smoke ",2.0,3.0,2.0,Dry leather,3.0,4.0,2.0,"Raspberries, sugar cookies",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,,Some college or associate's degree,White/Caucasian,,Homemaker,,No affiliation
5dqADQ,25-34 years old,2,At home,True,False,False,False,False,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",True,False,False,True,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,7.0,2.0,3.0,5.0,"Caramel, toasted marshmallow",3.0,2.0,4.0,"Dark roast, nutty",4.0,2.0,2.0,"Bitter, apple, shoe polish",2.0,4.0,4.0,"Fruity, raisin",Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$8-$10,No,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
